,primerid,Pr(>Chisq),coef,FDR
10659,Sf3b6,3.3855626868121617e-16,0.0739200577145771,2.863846233605734e-15
10660,Sfi1,1.1102022968387354e-12,0.01594277572531433,5.026274532232231e-12
10661,Sfmbt1,0.05235386895023505,-0.008604383593551177,0.0798009678683446
10662,Sfmbt2,4.35268535321449e-06,-0.008996402723535388,9.28868564954928e-06
10663,Sfn,0.005058120733909314,0.009504220126521587,0.008554183871784478
10664,Sfpq,3.787998387639931e-22,0.0741541316391291,8.934763432416234e-21
10665,Sfr1,2.9389681757799566e-13,0.04403031975023619,1.4633435924218502e-12
10666,Sfrp2,0.32483255633011304,,0.4087986518797071
10667,Sfswap,8.601207916898257e-11,0.05524018862129915,2.959569226471688e-10
10668,Sft2d1,8.636125386786924e-15,-0.050669773777505256,5.6626435055108566e-14
10669,Sft2d2,5.1601269230883805e-09,-0.006765883751548393,1.4478943225929272e-08
10670,Sft2d3,0.00019699623925726418,0.016214774233578463,0.0003721309305745395
10671,Sfxn1,2.7649590107316093e-09,-0.01158360206747161,7.986888912504139e-09
10672,Sfxn2,2.1105134678597492e-06,-0.006944657861418076,4.625260369867996e-06
10673,Sfxn3,4.834071141532164e-21,0.06543636609678191,9.637346697884745e-20
10674,Sfxn4,0.5222438666648482,0.002819477163022094,0.5860562413770831
10675,Sfxn5,0.5362841752197375,0.0009560782865465151,0.6001068547512316
10676,Sgcb,0.00017841971036783365,0.004739838004467187,0.000338055824085565
10677,Sgf29,6.245801342225642e-12,-0.006615996378442179,2.5242533962644098e-11
10678,Sgip1,0.6317235096851939,-0.0013922849703418643,0.689706346830075
10679,Sgk1,4.712194947899777e-16,0.05107000110712634,3.879211350200758e-15
10680,Sgk3,2.874923887229126e-14,-0.02791884544154022,1.6959964989023038e-13
10681,Sgms1,1.0735420786043026e-17,-0.04556374472627195,1.216270377907268e-16
10682,Sgo1,0.37545492435266037,,0.4591126632411069
10683,Sgo2a,0.5706748237096472,,0.6330069078673145
10684,Sgpl1,1.170657178525222e-10,-0.0030543806513243094,3.960064493777684e-10
10685,Sgpp1,3.14554847853225e-15,0.0384592937418195,2.2480750294866992e-14
10686,Sgsh,8.35148787112419e-05,-0.01540636659960136,0.000162286328349049
10687,Sgsm2,0.8853710763886076,0.000481759802265792,0.9086426357175034
10688,Sgsm3,0.1817993632999634,-0.005731414259720433,0.25191286210848063
10689,Sgta,1.2138494739617649e-11,-0.009105657790303395,4.7168477450378166e-11
10690,Sgtb,0.3387762813688573,,0.4230009428793655
10691,Sh2b1,6.061721332129962e-13,0.030981183129457093,2.852744714085813e-12
10692,Sh2b2,0.3499051047229129,,0.43453624056425
10693,Sh2b3,5.851333289407053e-11,0.04112035998797199,2.0574186905668862e-10
10694,Sh2d1a,6.856761885154169e-15,0.02846280407249202,4.5608355522907085e-14
10695,Sh2d2a,5.1205220385444486e-18,0.05943197881529816,6.143737466732758e-17
10696,Sh2d3c,2.3936748171913973e-27,0.13336367263424556,9.190381478672082e-26
10697,Sh2d4b,0.8914871690162703,0.0002270224590316637,0.9136983279061909
10698,Sh2d5,0.881470413061189,,0.9053789142700271
10699,Sh3bgr,0.3908538952118269,,0.4718517801887608
