gene,logfoldchange,p_value,adj_p_value
Gm26759,0.21789797,0.9324542715975889,1.0
Thap2,0.049458582,0.7887089069761161,1.0
Tgfbrap1,0.50551647,0.7012083964502676,1.0
Pgghg,-0.42590973,0.686299061571628,1.0
Cd200r1,0.4214704,0.45289589119027607,1.0
Zfp605,0.5470796,0.753850975655654,1.0
Hddc3,0.0121231275,0.8044961572287415,1.0
Ddx6,-0.11103988,0.7365441193129083,1.0
Bloc1s3,0.32669196,0.8028528768354736,1.0
Ankrd16,-0.14101017,0.9453055251447451,1.0
Wrb,1.032708,0.6147353282089758,1.0
Gbf1,-0.025678322,0.769297342111294,1.0
Ppp1r3b,-2.6048605,0.46105148447584343,1.0
Thnsl1,0.8555977,0.7132782792381465,1.0
Golga2,0.09419339,0.7176639940857267,1.0
Serpinb6b,0.2749742,0.9375636453991661,1.0
Zbtb14,0.61168,0.535638884130528,1.0
Zfp763,0.9947805,0.47371249536489124,1.0
Scnm1,0.5712038,0.20831134866158685,0.9976198094235651
Gm28935,0.3114515,0.7803843182172567,1.0
Bcap31,0.111790925,0.32958705968745117,1.0
Krba1,-0.35454777,0.8573137016394786,1.0
Yipf4,-0.18872684,0.7073998896881943,1.0
Snx13,0.033217445,0.8519228623045062,1.0
Slc25a10,0.04161654,0.9099257228224938,1.0
Ip6k1,-0.23225161,0.8747443406723517,1.0
Rbm12b1,-0.4133375,0.9633121100081811,1.0
Neurl4,0.3165123,0.767834600460116,1.0
Nat6,-0.22034177,0.9550579534454288,1.0
Flywch1,0.31070822,0.6756466991968848,1.0
Ptpn9,-0.078870475,0.9784089902108396,1.0
Slc20a1,-0.4164269,0.3699531497336096,1.0
Wars2,-0.5365134,0.6731754738163058,1.0
Zkscan6,-0.32088283,0.715998666891164,1.0
Dnajb14,0.03964195,0.9319122119355935,1.0
Enpp4,-0.90072703,0.15880034183530534,0.832777374772561
Zfp617,0.1802631,0.7155287009454926,1.0
Pigg,0.57314503,0.8210365285219176,1.0
Xylt1,-0.69106364,0.9173934141375066,1.0
Nck2,-1.2566725,0.6658211536783551,1.0
Ric8a,0.20024048,0.19795136279622128,0.9654835857072941
Gm42715,-0.37831348,0.9591531397549067,1.0
Zfp518a,-0.36055636,0.6895418550159651,1.0
Cd99l2,0.33448642,0.5733013889834657,1.0
Zfp568,-0.34880328,0.6897737023276569,1.0
Ccdc91,0.1363138,0.6258024165233935,1.0
Gm15545,-0.6840428,0.7636713372195234,1.0
Ccser2,-0.7030681,0.1447754592437826,0.7779461978880682
Vps37c,-0.110278256,0.8813616674172048,1.0
Vps41,-0.32761347,0.3047162243228816,1.0
Golim4,0.40439743,0.5297141296876565,1.0
Prpsap1,0.40790063,0.04098869778161697,0.30066797413223084
Trmo,-0.77565795,0.6350650489240834,1.0
Platr25,0.5093689,0.5715171697884267,1.0
Gm5129,-0.121889226,0.9477063827335,1.0
Cramp1l,-0.42466056,0.762291756114708,1.0
Ccdc82,-0.4439851,0.19765005317777862,0.9646676333617397
Cenpb,0.5503608,0.5723911071554073,1.0
Rfxap,-0.41062525,0.8244238390354535,1.0
Xkr8,0.16726594,0.897047965970752,1.0
Zfp426,0.20575832,0.6475672421905211,1.0
Chpf2,-0.20229504,0.7755582584022488,1.0
Lig4,-0.06380968,0.9550370625871913,1.0
Gns,1.4794097,0.24081967123253167,1.0
Prrt2,-0.57060105,0.88264474766722,1.0
Gm14085,-0.7386689,0.8516555558101285,1.0
Rev3l,-0.012986296,0.7063471256433778,1.0
Nsmaf,0.6032537,0.3948807511720178,1.0
Zfp691,1.2187632,0.6121200656177488,1.0
Fam114a2,-0.021191405,0.6975961014590684,1.0
BC003331,-0.09597406,0.8659693046510497,1.0
Ap1s2,-0.2842709,0.8590228881912354,1.0
Acbd4,-0.80982244,0.2950341578358503,1.0
Zfp595,0.7775968,0.605933217749297,1.0
AC163032.1,-0.754338,0.8670420919355117,1.0
Ulk3,-0.5628312,0.3941672072644291,1.0
Dgkq,-0.40486622,0.9375636453991661,1.0
Gga1,-0.21468765,0.7522379707771447,1.0
Cep44,-0.21110423,0.8839902430961335,1.0
Rhbdf2,-0.16406758,0.9299944099198999,1.0
Rbak,-0.25183368,0.9598845395930228,1.0
D6Wsu163e,-0.3915919,0.9194956956030745,1.0
Kdm8,-0.80152595,0.7620718925517207,1.0
Coq9,0.14792962,0.639633609103478,1.0
5430402O13Rik,0.23482528,0.9087615463502241,1.0
Samd10,0.7341999,0.48452787727302793,1.0
Acox3,-0.39296344,0.6989547685370145,1.0
Birc6,0.028186241,0.7257745054267987,1.0
Ttc33,-0.058104873,0.9368127140413608,1.0
Idh1,-0.42532983,0.9109237424227058,1.0
Cyfip1,0.625619,0.8045570361062129,1.0
Ppwd1,0.274478,0.14968653697895917,0.7993985616503961
Mon1b,-0.035700593,0.9404635900292531,1.0
Spata2l,-0.93497175,0.6187783350806877,1.0
Osbpl7,-0.13192628,0.980019596979557,1.0
Stx12,0.019267503,0.8405469633680048,1.0
Kif3c,0.41204625,0.8703857983986393,1.0
Gm10785,-0.17310432,0.9343725787045613,1.0
4933406P04Rik,0.45780027,0.8842800860499914,1.0
Tspan3,0.060022257,0.7101123527047509,1.0
Zfp119a,-0.5054809,0.7671736320260264,1.0
Ncoa6,0.5018667,0.4706745970121208,1.0
Yod1,0.39512613,0.7435743620065922,1.0
Sfn,-0.6867183,0.8469702083502464,1.0
Gnpda1,-0.24750268,0.8867857986504358,1.0
Kifc2,-0.25593412,0.919932874795313,1.0
Cyb5d1,-0.43926355,0.8978572557037185,1.0
Bmyc,0.7665987,0.00019139484421255956,0.002738014140469114
Trim36,-2.274216,0.6016173224085256,1.0
Zfp87,0.3269665,0.35491737008668944,1.0
Afg1l,-0.21008208,0.9837221988952307,1.0
Dhx57,-0.10053028,0.9790574060970387,1.0
Gm44148,-0.911051,0.5688813828591135,1.0
Arnt,0.06521762,0.6211467349954387,1.0
BC004004,0.19794598,0.26016605128889425,1.0
Shc1,-0.23718625,0.6627932166379633,1.0
Ndrg2,-0.3744564,0.7763017162285121,1.0
Ncoa1,-0.8001956,0.4687572437911346,1.0
Ankrd12,-0.056823272,0.7392150306221459,1.0
Mfsd8,-0.23118411,0.7823976883192274,1.0
Recql5,0.7475382,0.5244378187598029,1.0
Zfp646,-0.33454886,0.5047602466355954,1.0
Msl1,-0.21546794,0.6810418413170576,1.0
Mtif2,0.27931127,0.1098186135220376,0.6394958116555831
Glyctk,0.16224368,0.840628983590645,1.0
Gnptg,0.32937014,0.2865553175450233,1.0
Megf9,-0.4453209,0.8618867371179496,1.0
BC037034,-0.2817248,0.9246392603010987,1.0
Ilvbl,0.04517569,0.6439149833862863,1.0
Nrm,-0.31769702,0.7830019844034315,1.0
Aff1,-0.6062438,0.3348172586047863,1.0
Slc35b3,-0.39327353,0.09997385437732059,0.5950586632330089
Zfp874a,-0.20784172,0.8951807843822563,1.0
Ptk2,-0.90321726,0.7333037367138668,1.0
Tmem109,-0.08649702,0.8637007628237056,1.0
Gm14966,-1.1066723,0.6096750329154392,1.0
Dennd4c,0.23739752,0.6021834491536899,1.0
Sirt5,0.4370303,0.1897650721794193,0.9390215834151431
Fam122b,-0.56179374,0.8968819710298529,1.0
Lck,-0.20805752,1.2818752383587218e-07,3.3590774720890657e-06
Mrnip,1.1556478,0.6142561095769996,1.0
Atp8a1,-0.5077482,0.5065878184688615,1.0
E330009J07Rik,0.31746873,0.4349934746298658,1.0
Fut10,0.8809108,0.4158515317865107,1.0
Mettl18,0.43413365,0.4782894869863983,1.0
Pex5,-0.1344561,0.8035831165314233,1.0
Mlx,-0.6562424,0.0007335802081897,0.00931138442474451
Cul9,0.20783041,0.895408964529673,1.0
Slc25a16,-0.40184736,0.8941437114690104,1.0
Tmsb15l,-0.39030185,0.703308968066944,1.0
Atg4d,-0.9266243,0.004036438327206944,0.04233560803098233
Ddx59,-0.2319306,0.9249725576968726,1.0
Avl9,-0.40359905,0.14453715443073756,0.7775520386516049
Nucb2,0.30850846,0.8304719446126066,1.0
Zfp692,0.4000457,0.3431359448692657,1.0
Pygm,-1.3610613,0.7749756919384782,1.0
Runx3,0.1396923,0.4254281616119404,1.0
Ms4a6c,-0.16328685,0.9855004141055901,1.0
Mavs,0.07024388,0.5945701752847206,1.0
Serinc1,-0.605379,0.014934279438458174,0.1308594643119579
Stam,0.023984076,0.7818539340905428,1.0
Ercc6l2,-0.25985363,0.8352603542096665,1.0
Pgap1,0.37908897,0.6164323445535181,1.0
Cox14,-0.012688807,0.926618405519066,1.0
Parvg,0.013125611,0.6237231224415147,1.0
Cdc40,-0.20274097,0.3264615533272124,1.0
Pigb,-0.28082234,0.9542850123741324,1.0
Exoc8,0.6305169,0.7515612288182527,1.0
Zfp97,0.39693353,0.6672513228685548,1.0
Arap1,-0.29729146,0.8833071033495673,1.0
Atp6ap1,-0.11224668,0.9298485067007864,1.0
Hsh2d,0.8332195,0.6998287071428132,1.0
Ncapd3,-0.076213785,0.8039483007239574,1.0
Araf,-0.27217108,0.5026185521765913,1.0
Psme2b,-0.09765133,0.9464745777092486,1.0
Mllt6,-0.026776755,0.713630355075324,1.0
Cog6,-0.2019272,0.9783671574131576,1.0
Szt2,0.0021991804,0.8446295507748225,1.0
Mzt2,0.107195124,0.7575390190407757,1.0
Hist2h2aa1,0.11410196,0.6415287132224525,1.0
Brox,0.35956034,0.3594640555442221,1.0
Ikzf5,-0.44534367,0.6428059426774038,1.0
Mtm1,-0.26568958,0.8690026229239164,1.0
Kat6b,-0.0947844,0.9899148643583383,1.0
Acot2,-0.05580147,0.816206221598895,1.0
Hdac4,-0.023102336,0.9956687377260621,1.0
Heatr5b,-0.52339846,0.7455586064236048,1.0
Taf9b,-0.28008685,0.9245975990555444,1.0
Zkscan7,0.09250832,0.9164569391637434,1.0
Mcoln2,-0.15431766,0.9600308236323677,1.0
Fam3a,0.20252767,0.4251236260875152,1.0
Rragd,-1.3603917,0.5820820243388105,1.0
Zbtb5,-0.16397081,0.9797058358210187,1.0
4930402H24Rik,0.076174386,0.8095327796688616,1.0
A930016O22Rik,0.74494505,0.8302265531495973,1.0
Phldb3,0.3079571,0.7135912325244751,1.0
Sacm1l,0.52637345,0.030070957468034246,0.23342458181754017
Plekhm1,-0.15963723,0.9614937372316488,1.0
Appl2,-0.73177433,0.39198774443927176,1.0
Trim68,-0.4955302,0.7847350244010746,1.0
Fam213a,0.13121256,0.9426964613775726,1.0
Ptov1,0.25175133,0.7973411155339525,1.0
Ampd3,-0.86310637,0.8116879516356239,1.0
Ccdc142,-0.4809283,0.9328712618985394,1.0
Relt,-0.26244783,0.939149126497175,1.0
Slc25a30,-0.57883453,0.4342995418574255,1.0
Dyrk1b,-0.87390524,0.6295042197033407,1.0
Gm4707,0.0029749372,0.9850192425116602,1.0
Napg,-0.27513072,0.4960066314349033,1.0
Ppm1m,-0.8625669,0.2875050467060808,1.0
4732440D04Rik,-0.3983144,0.6022017153033197,1.0
Casp1,-0.2872643,0.9772795258924706,1.0
9930022D16Rik,0.11541984,0.9312242586398829,1.0
Zfp760,0.5338587,0.7732287536311898,1.0
Mpp7,-0.25504357,0.8143330347627511,1.0
Abcc5,0.3705478,0.7106982599750942,1.0
Klhl20,-0.26686913,0.8890439809214373,1.0
Adar,-0.005459657,0.8376568627803226,1.0
Sp4,-0.38101292,0.3639778692296266,1.0
Commd7,0.14836226,0.1609119723427347,0.83978741749891
Arl2,0.384277,0.19214069479233142,0.9476818050929255
Rps6ka3,-0.10880359,0.7999539079496534,1.0
P4htm,0.051734105,0.9098009803329609,1.0
Osbpl5,1.2501013,0.6287221551159636,1.0
Gm11808,-0.2047559,0.7847350244010746,1.0
Lzts1,-0.9148713,0.5106072073238201,1.0
Pdlim5,-0.70357907,0.0396365169758115,0.292811255283189
Xylt2,-0.28518814,0.6981588605025462,1.0
Sbno2,-0.14393714,0.9486042178595758,1.0
Zfp951,-0.0929043,0.9995187463018091,1.0
Fam117b,-0.33297756,0.8868479382426386,1.0
Gm14327,0.14520149,0.909052572198197,1.0
Ppm1b,-0.19856942,0.5472559468842229,1.0
Gm4924,0.4762303,0.7280581071347119,1.0
Rnf103,-0.12036179,0.930661425955303,1.0
Plcg1,0.22065678,0.2197971347960731,1.0
Wrn,-0.03679946,0.7733090475176342,1.0
Zfp961,0.12519355,0.624131319350922,1.0
2700049A03Rik,-0.25299767,0.9450967780792615,1.0
Atp13a2,-0.26479846,0.9622252429607615,1.0
Zfp212,0.16530497,0.502184108288694,1.0
Dnmbp,-0.17059968,0.9964010712859654,1.0
Ldhb,-0.29823667,0.4414076169854385,1.0
Hist1h1a,-0.3792496,0.9686428877061742,1.0
Zfp871,-0.23344788,0.5369869157959835,1.0
Focad,0.29929185,0.5122770121123673,1.0
Prrt1,-1.0176439,0.6539318030852467,1.0
Zfp606,0.1643386,0.8296540374972987,1.0
Klhl18,-0.37532562,0.6551433700046646,1.0
Tefm,0.7000276,0.4332521466677314,1.0
Zbtb37,-0.22876567,0.9492724166518304,1.0
Tab1,0.107498586,0.7273294535568363,1.0
Sec24a,-0.21073237,0.9902705462100377,1.0
Gm49032,-0.26436642,0.9176639727498758,1.0
Zfp68,-0.36739323,0.6268989583026211,1.0
Wdr76,0.2223562,0.635925279591111,1.0
Arhgef4,-0.25403628,0.9579620767421433,1.0
Acbd3,0.06954177,0.6466816331953575,1.0
Crmp1,-0.20156226,0.9690610502828709,1.0
Cpeb4,-0.42624745,0.8777831163264584,1.0
Atxn7,-0.40629825,0.6592390999066555,1.0
Fnip1,-0.5280342,0.409419306062642,1.0
Siae,-0.51550025,0.7076924235584752,1.0
Nceh1,0.010641923,0.7230609802659949,1.0
Tom1,-0.18184187,0.9147091636901622,1.0
Plekhn1,-0.7342458,0.6034261156506215,1.0
Ankrd50,-1.2285566,0.5052461417969216,1.0
Grk4,-0.32760954,0.8749303355571969,1.0
9330160F10Rik,-0.39318532,0.8764598878820532,1.0
Rprd1b,0.13099377,0.3871179518832444,1.0
Chic1,-0.9316468,0.4451349962718205,1.0
Mapre3,-1.2690691,0.4585517096282723,1.0
Zfp365,-0.19067103,0.9664894894848648,1.0
Zkscan3,-0.021546619,0.7118901317731772,1.0
Vrk2,0.025204657,0.7077899444395193,1.0
Kdm4c,-0.26848227,0.6625078454704216,1.0
4932422M17Rik,0.3932805,0.8417364255800132,1.0
Cnnm2,0.24018957,0.9280770143499566,1.0
Slc2a1,-1.21837,0.003965593440142519,0.04169752698638184
Gcat,0.6851332,0.7969767195837815,1.0
Mprip,-0.33401707,0.8157785534252227,1.0
Dnal4,0.5813746,0.6300071950516748,1.0
Acsbg1,0.28712815,0.9103415471411719,1.0
Ppp1r13b,0.035702504,0.9522379727182497,1.0
3830406C13Rik,0.007466304,0.7429595911540696,1.0
Slc9a7,0.71704555,0.7851785320828145,1.0
Carf,-0.6722923,0.8195683666824877,1.0
5430403G16Rik,0.38934848,0.6066660966592631,1.0
Man2a2,-0.72510207,0.450610007642924,1.0
Rab12,1.2270727,0.6752824998903801,1.0
Galnt6,-0.43415987,0.0032095736914312576,0.03464427146463299
Spryd3,-0.23531336,0.8545968579187502,1.0
Gpatch2,-0.047961514,0.9416530064256424,1.0
2010109A12Rik,0.48752236,0.8915310941108132,1.0
Ttf1,-0.5411711,0.38068733933969257,1.0
Gm11131,-0.17381199,0.9795803322339703,1.0
Rps6ka4,-0.14141445,0.9549743901978716,1.0
Lrrc1,-0.11252012,0.9637092516190355,1.0
Klhl3,-0.22666249,0.909052572198197,1.0
Mlh3,-0.29122287,0.9334550792445065,1.0
2410089E03Rik,0.048625633,0.8564078975722029,1.0
Fam210b,-0.029211424,0.6855278156485659,1.0
Mtg2,0.42919916,0.061322050688229976,0.41347670846651025
3110043O21Rik,-0.28200942,0.9498153544610033,1.0
Rnf31,-0.026487026,0.9429260347281849,1.0
Gm6297,0.0008283475,0.9410061145308042,1.0
Pias3,-0.6851305,0.8330904776648298,1.0
Cln6,-0.037194487,0.9725321171964737,1.0
Tmem260,-0.057722263,0.9484371737907336,1.0
Mtss1,-0.28557062,0.4861025458357239,1.0
Eci1,0.591028,0.19012845505442677,0.9402613744620406
Polm,0.45284626,0.5999021497597008,1.0
3300002I08Rik,0.82001257,0.7319812841202054,1.0
Abhd5,-0.55476826,0.677603170624997,1.0
Mmp11,-0.5812385,0.8092279187288913,1.0
Tubd1,-0.559189,0.6443099182656551,1.0
Amer1,0.091842316,0.7800421913000894,1.0
Mdc1,0.0444835,0.7514617240397298,1.0
Ikbip,-0.74277985,0.8520256770259209,1.0
Tcn2,-0.81351316,0.6797155301560283,1.0
Gba,-0.14929715,0.8081916083483528,1.0
Sema4a,-0.14828297,0.9105494685175443,1.0
Acadsb,-0.45871666,0.6964129099702732,1.0
Ssu72,-0.11670864,0.14058126407122054,0.7614323519697632
Foxo4,-0.83679825,0.5951877909537576,1.0
Trim41,0.043403592,0.9249308948009696,1.0
Gm45871,0.44054115,0.6846990915971234,1.0
Ippk,-0.5715276,0.6499438877676779,1.0
Mkln1,0.10281277,0.2676315803373064,1.0
Fuz,0.06954284,0.8304310448866368,1.0
Dcaf5,-0.26461735,0.9928859087274593,1.0
Tnrc6a,-0.10834037,0.8434597348378916,1.0
Msh6,0.17085926,0.6069043675761249,1.0
Flcn,-0.04535457,0.8523547010251995,1.0
Immp1l,-0.19111146,0.4454477224560821,1.0
Tceanc2,0.6478959,0.20100143306630058,0.9751480413617205
Zfp526,0.58865845,0.6012339536648168,1.0
Gprc5b,-1.5041585,0.4937357543783527,1.0
Decr2,-0.67111605,0.7287476003436386,1.0
Wdr38,2.1066465,0.5594550612799849,1.0
Txndc15,0.05380797,0.42210044088609044,1.0
Inpp5e,-0.18573059,0.9454307751876173,1.0
Ints9,0.27911863,0.31146229769753175,1.0
Usp48,-0.0033550826,0.7371176035144358,1.0
Zfp120,0.05176556,0.7651117004796378,1.0
Elmsan1,-1.1882665,0.0008799638973310429,0.010960746123257968
Coq10a,-0.28781813,0.9512563401728136,1.0
Rnf122,-0.22426467,0.7809277836505167,1.0
Tmem108,-1.2341356,0.5255661860196539,1.0
Enpp1,0.37304714,0.7356545206024001,1.0
Hmgcl,0.24481547,0.28158058619513504,1.0
Gm6741,0.8329828,0.6831582895709816,1.0
Zfp955b,0.67495763,0.5038728681568487,1.0
Phip,-0.21971092,0.38496230781607854,1.0
Helq,-0.20264201,0.9185381502000677,1.0
Zfp317,-0.064700834,0.98068896438754,1.0
H2afy,-0.040217295,0.7260696620494236,1.0
Tatdn3,0.14579698,0.9028190389319308,1.0
Clk1,-0.6974984,1.1165554076383196e-05,0.0002097915718568234
Bin3,-0.12118487,0.865886792753569,1.0
Vps13b,-0.2619219,0.6045784374622316,1.0
Tmub2,-0.006904987,0.7376912341349029,1.0
Arfip1,-0.13452831,0.8687755726018512,1.0
Mylpf,0.085132964,0.8103052233191061,1.0
Map4k2,-0.33305585,0.31376210369978774,1.0
B3gat3,-0.10474336,0.9987445560118515,1.0
Hps5,-0.15976156,0.8930860835008841,1.0
Txndc5,-0.029453088,0.8233419897289813,1.0
Zfp943,-0.20898803,0.9906680752704466,1.0
Ift46,-0.5104765,0.6665074836158864,1.0
Zswim1,0.51789355,0.6254494688533937,1.0
Zfp995,-0.20453815,0.9922372906048568,1.0
Ap5b1,-0.8811053,0.605933217749297,1.0
Invs,0.24068524,0.5346721189766812,1.0
Zxdb,-0.6912881,0.6781982163652522,1.0
Mrps26,0.007088112,0.7179384122589204,1.0
Zbtb18,0.2953096,0.8904739391618695,1.0
Bcdin3d,0.45298976,0.4267391149548194,1.0
Gm44686,-0.4144556,0.8841972721953347,1.0
Chd8,-0.10873495,0.9035875254986708,1.0
Recql,0.14524403,0.27583194544784984,1.0
Btbd2,0.2528356,0.8577254929594704,1.0
Rdh12,-1.6051593,0.6510768786330643,1.0
Pnp,0.23495756,0.3218287395459085,1.0
Ak3,0.11145944,0.7508050962079198,1.0
Hs6st1,-0.9623222,0.7452410134797656,1.0
Amz2,0.16120581,0.3939052851841788,1.0
Ankrd40,-0.0011854894,0.9157702644496798,1.0
Sirt3,0.6536533,0.6438397690890063,1.0
Gorasp1,0.74169576,0.766452768693332,1.0
Acox1,0.2411906,0.743693368811254,1.0
Sun1,-0.39473164,0.6691791948817732,1.0
Rpl26,0.18876831,9.473084382927342e-12,4.0070666072555094e-10
Wdr13,0.46753478,0.44971321109272777,1.0
Tbccd1,-0.31497192,0.8295518120676209,1.0
Gpr155,-0.84062505,0.7773670263140057,1.0
Dcun1d3,-1.388442,0.30404945933642735,1.0
Zcchc2,0.2203293,0.8573548790259262,1.0
Ccpg1os,-0.49055117,0.890121597349697,1.0
Tbck,0.14881723,0.6447802097701407,1.0
Scpep1,0.30607644,0.6625839396597678,1.0
Sos1,-0.11860414,0.9947690186977609,1.0
Mkrn2,0.026493486,0.710932670780975,1.0
Calhm2,0.84420747,0.36841524593567465,1.0
Mapk14,-0.038638297,0.771964445579305,1.0
Gprasp1,-0.42036712,0.7124765567805331,1.0
Hs1bp3,0.17064084,0.8218116449031001,1.0
Mospd3,-0.2521377,0.5310030188414824,1.0
Wdr81,0.3618054,0.6578347743413308,1.0
2810006K23Rik,0.27456918,0.6315171498386387,1.0
Socs1,-0.3917964,0.4637508157075164,1.0
5031425E22Rik,-0.097185045,0.9515905047256485,1.0
Prickle3,-0.07163999,0.7985358337655499,1.0
Rogdi,-0.4241597,0.8217300454993566,1.0
A930029G22Rik,0.36377716,0.6236860193581553,1.0
1110032A03Rik,0.4756162,0.6165615494659336,1.0
Prkcz,-0.21270256,0.9130657985356809,1.0
Dopey2,0.058358468,0.8324561305773657,1.0
Pde7a,-0.5333028,0.7949935643120112,1.0
Gm10640,0.7002039,0.8461077025938404,1.0
Taf8,-0.1358153,0.8703238566558581,1.0
Ccsap,-0.44924524,0.6416225910886363,1.0
Ext2,0.10522502,0.6933129712232423,1.0
Cfl2,0.7253385,0.06754156724689982,0.444217742595435
Trbv13-3,-0.5512403,0.45647173895725823,1.0
Carhsp1,-0.53326124,0.7745940791092683,1.0
2610008E11Rik,1.0298091,0.22629063596742705,1.0
Pigh,0.17783193,0.8689819815388916,1.0
Mfsd1,0.01530798,0.551751616089807,1.0
Pard6a,-0.1647114,0.8856259877609107,1.0
Cutc,-0.4281214,0.8399933721850923,1.0
Mmab,-0.395142,0.8837418186350641,1.0
Akap17b,-0.036875572,0.9652979071143639,1.0
Zfp994,-0.8152206,0.5005316996261444,1.0
Zfp873,0.54237413,0.673615822439947,1.0
Ptgr2,0.29427958,0.5132903991898023,1.0
Hps1,-0.30821258,0.7860052551449485,1.0
Fhod1,-1.0090382,0.45292746633269343,1.0
Zfp738,0.19694899,0.49861586058364904,1.0
Spns1,-0.13782132,0.9994978222306801,1.0
Rnf38,-0.34795678,0.7065810247437662,1.0
Glg1,-0.19703867,0.4977674771685545,1.0
Elmo2,-0.33914196,0.6244282623279593,1.0
Tnfrsf13b,-0.29531422,0.6093811863360183,1.0
Dlgap4,0.15127368,0.6326926234109856,1.0
B3gntl1,-0.35614833,0.6904114325526003,1.0
Hyal1,0.06642188,0.9559980738042145,1.0
Dand5,-0.7935254,0.7675541689573764,1.0
Pnrc2,0.3442516,0.03629312250555112,0.27172559733940477
Golgb1,-0.06463407,0.9114228050282805,1.0
Galnt4,-0.078742325,0.9545774715463013,1.0
Csgalnact2,-0.09857573,0.9996652148081739,1.0
Idua,-0.020761395,0.8377388214628183,1.0
Igsf8,0.4428198,0.49721893290166774,1.0
Tubgcp5,0.2180835,0.4759005980529841,1.0
Unc50,-0.027767291,0.7521981571481083,1.0
Washc2,-0.0869301,0.9693746778041843,1.0
Zfp143,-0.06935904,0.8716867581022212,1.0
Gm39323,-0.9787244,0.7714829634377334,1.0
Fam53b,0.4357336,0.007253784099622783,0.07090151245774755
Zfp740,0.5341658,0.3405123203790634,1.0
Sppl2b,-0.27270457,0.9665731121412148,1.0
Cdk20,0.916055,0.8150455357047126,1.0
Ptpra,0.048852425,0.622703135782225,1.0
Hist1h2ai,-0.26443294,0.9665731121412148,1.0
Snx29,-0.19421251,0.941506930682496,1.0
Tango2,-0.013113107,0.7074388917096858,1.0
AU041133,0.029862886,0.9584217742984891,1.0
Emsy,0.1268744,0.45964939970669993,1.0
Man2b1,-0.3814748,0.0017364439359106498,0.020161909343953413
Thap11,0.70969135,0.045403331235764656,0.32573909529713896
Ppp3cc,-0.010166454,0.8327425964229259,1.0
Trim39,-0.39674652,0.7855011269426977,1.0
Fan1,0.77401215,0.551611399927847,1.0
Zfp637,0.8654365,0.1812566902572501,0.9090653023855945
Cyhr1,-0.06894987,0.9312242586398829,1.0
Fkbp15,-0.24398096,0.7374340712863299,1.0
Ppp1r3f,-0.3116995,0.895554174584718,1.0
Ripk1,-0.5638601,0.250384004480232,1.0
Wdr7,-0.023787327,0.9830946123800397,1.0
Pdpr,0.92748857,0.4023095046390308,1.0
Mxra8,0.9977374,0.619018695704608,1.0
Elmod2,-0.73190135,0.8414697904718305,1.0
Nudt22,-0.15220514,0.952989910569545,1.0
Nebl,-1.4601878,0.7605333861807041,1.0
Manba,-0.39996204,0.6344669179282895,1.0
Arhgap26,0.13688214,0.9370421593576996,1.0
Fbxo27,-0.5121467,0.9479569347424799,1.0
Zfp524,0.22127073,0.4520438323317475,1.0
Tmem123,-0.08127712,0.8577666742229115,1.0
Cep170,0.33710918,0.5870011886559166,1.0
Rnaseh1,-0.039885193,0.6435953478178821,1.0
Plekha3,0.8700034,0.7523574156191949,1.0
Gaa,-0.282389,0.8538356261922571,1.0
Map3k1,-0.37665647,0.541510003601205,1.0
Aldh6a1,-0.7829022,0.4487546032908978,1.0
Dpy19l1,0.24496272,0.9207864847536831,1.0
Mfsd10,-0.5735638,0.5709111374913673,1.0
Ccr9,-0.30273873,0.9955850426828118,1.0
Borcs5,0.14713116,0.5771105561101699,1.0
Rora,-0.37444764,0.7776887117332472,1.0
Tsen34,-0.35640794,0.897027216356564,1.0
Hscb,0.010442576,0.5290445363491353,1.0
Adam15,-0.18751502,0.9511519155050145,1.0
Yipf1,-0.15602651,0.7988396510352702,1.0
4930480K23Rik,0.13548367,0.9785344889597049,1.0
Creb3,-0.13239644,0.9163945116061194,1.0
Tlr1,-0.4191778,0.38328601044745414,1.0
Ten1,0.17105606,0.19962836157417485,0.9702555479717696
Zfp971,-0.1258494,0.8816306746895798,1.0
Mrpl53,0.043235492,0.856160892870117,1.0
Abraxas2,0.08302252,0.4339759255540441,1.0
Gm46430,1.9672546,0.3355932145887176,1.0
Actr3,-0.48553953,2.1987391342339255e-23,2.410801737575171e-21
Enpp5,-1.0798699,0.833131407019899,1.0
Smurf2,-0.38392413,0.6975572966164634,1.0
Svbp,0.060026426,0.43672337233791003,1.0
Slc26a11,-0.3060372,0.899662976014129,1.0
Dglucy,-0.6861576,0.6129851358075207,1.0
Acat2,-0.27081212,0.9331631660774936,1.0
Rnaset2b,-0.92226565,0.8430903908880211,1.0
Nsmce1,-0.2857349,0.1273105395277445,0.7096178768459497
C2cd2l,-1.2924544,0.28754070281791233,1.0
Terf2ip,0.099070236,0.473971536770708,1.0
Slc38a9,-0.15939274,0.847237211623879,1.0
Thtpa,0.68691194,0.7200369508572844,1.0
Faap20,-0.20573515,0.6815803362272808,1.0
Galk2,-0.19744979,0.8390913932698993,1.0
C330018D20Rik,-0.11712433,0.8908055747463217,1.0
Nat9,0.09394082,0.6708607049723031,1.0
Polg2,0.41862372,0.5049612768245137,1.0
Rexo5,-0.7724863,0.5485835161339718,1.0
Rph3al,-1.1301011,0.3578576010209631,1.0
Ppm1l,-0.17735523,0.8545762823053031,1.0
Hist1h4i,-0.27255267,0.8726988558689657,1.0
Cnpy4,-0.20726702,0.992216367522724,1.0
