"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Mtfp1",16.145540594996,1.02855435151363,0.778676570080342,1.32090060370958,0.186534508447257,0.511006535706781
"A430093F15Rik",389.574885472462,2.11508694943234,0.292655217814175,7.22723129705257,4.92940160295156e-13,1.07064842315535e-10
"Exo1",25.7330702847883,-0.906943179699683,0.740226232293019,-1.22522431674735,0.220490714901691,0.553381046591486
"Wapal",5242.43841242243,0.0693265370342316,0.0955756996657973,0.725357358372976,0.468232825788051,0.763509295194668
"Alyref",885.771635871952,-0.0561062430989357,0.117354817868197,-0.478090666562574,0.632585674820899,0.861278448109402
"Plaa",2737.08177585505,-0.024639813139077,0.0921716664538568,-0.267325243071441,0.789218752605204,0.930625633610925
"Mrps35",711.142760949393,-0.112134816893189,0.169289052051938,-0.662386702116955,0.5077234238385,0.789193610753697
"Lrig1",1839.666861864,-0.431556274340839,0.0951364404746761,-4.53618268864823,5.72815659683316e-06,0.00029151283969574
"Hp1bp3",8877.38460548716,-0.00846688904110534,0.0949521050032868,-0.0891701036097331,0.928946724569206,0.976121844352592
"Rilpl1",56.4118997448704,-0.986861786559825,0.518978557449707,-1.90154635946681,0.0572304862627157,0.277407664226842
"Ago3",719.376980621299,0.600171189757931,0.205673738233662,2.91807400843801,0.00352200746209964,0.0482411900467545
"Abhd10",347.787136963013,0.190829241910828,0.187501633566866,1.01774708988216,0.308798162388546,0.63681113074464
"Pdzd3",3.58795778352629,0.254695420189536,1.75876040948099,0.144815302196105,0.884856700181596,NA
"Nfil3",26.6978225454594,-0.319603598659511,0.58723104045962,-0.544255287338627,0.586265810982277,0.835732234211208
"Ikzf4",444.586887625675,0.170127623689873,0.196291992978173,0.866706894706551,0.386102626768277,0.70433367969403
"AK163331",0.670034159574843,1.59364704905944,3.84440500770465,0.41453672177244,0.67848107942679,NA
"Ly6a",289.620180596178,-1.52163014439237,0.400511712109043,-3.79921510005203,0.00014515507020154,0.00412504934313395
"Acat2",560.576704230356,0.264064067462799,0.229238482662077,1.15191858014546,0.249354532391938,0.584264353181348
"Mtss1",2685.494389658,0.65998626404573,0.117575841088081,5.61328124840975,1.98525529581117e-08,1.90131182385443e-06
"Kdm4a",2872.86469315635,0.0740988878903974,0.0984421692616459,0.752714903035635,0.451621252467545,0.753357486081609
"Hif3a",7.65613739574214,1.24868965612296,1.28183547772157,0.974141906528032,0.329986084511732,0.656249304433649
"Egln3",62.8344008466235,-0.112807548443679,0.37483525779583,-0.300952341321969,0.763450836739638,0.921708524352988
"Plk2",4.15075050354633,2.92258983748701,1.75910883019132,1.66140365355858,0.0966324045208373,NA
"Zfp775",194.991033646128,-0.292003109357741,0.251732535414872,-1.15997365567586,0.246059532167855,0.580904908726246
"Trim32",534.849625161937,-0.137580955871864,0.159073070091369,-0.864891560795549,0.387098309997818,0.705465499625931
"Wdr74",710.003827255631,0.07287757880104,0.147995031372171,0.492432604833676,0.622413554675102,0.856575703271472
"Scfd1",1273.20102112581,0.0902732890417398,0.138289327854445,0.652785651953969,0.513894474825891,0.791868272566266
"Fam53c",1351.33334250248,0.00585439708200859,0.109998317506033,0.0532226057156512,0.957554544382438,0.985174752438132
"Mapk1ip1",698.845276332788,0.248498791675466,0.203151889858657,1.22321673624774,0.221247845929572,0.554395869394599
"Gimap4",27578.7713452405,0.343953753987429,0.0702863562238172,4.89360627675955,9.90048107295981e-07,6.17536160463642e-05
"Cd47",4167.61354690352,-0.0784094814814957,0.108471430650504,-0.722858369353787,0.469766902457976,0.765101075869893
"Epb4.1l4b",1.6622951479178,2.04957170033718,2.80123635935929,0.731666820434232,0.46437195265604,NA
"Leprot",1257.03364167937,-0.0800960416332351,0.106750588687362,-0.750310069650395,0.453067979312662,0.754430043266657
"Ckap4",38.2233254333139,-1.03167395417046,0.486354276275313,-2.1212396076198,0.0339016437091538,0.204739668537457
"Catsperg2",2.16269405615884,3.56341031948496,2.27888347940678,1.5636649928291,0.117896263020489,NA
"Rrbp1",1486.5618933596,-0.0278611156976566,0.106033565790982,-0.262757509754765,0.792737487300288,0.932132052528888
"Mctp2",945.164474656228,-0.242700833225895,0.169475381287429,-1.43207132140494,0.152123410968295,0.462916449238772
"Osbpl6",47.1002749796078,-1.17708589759124,0.49074384165487,-2.39857497471983,0.0164590066392986,0.129825484924636
"AK040027",267.918072841529,0.196998561037287,0.245383585579336,0.802818821691697,0.422079461731527,0.732765128895313
"AK162774",3.14097157592668,1.9480291113154,1.74650197633957,1.11538901055136,0.264683756740387,NA
"Zscan26",3009.56465304021,0.380827825262678,0.139788961871559,2.72430541127125,0.00644368889958561,0.0722656919163389
"Ncbp2",1146.67641605419,-0.320130199598455,0.105038595878192,-3.04773875661566,0.00230570279727472,0.0361852791793075
"Smpdl3b",25.1008671134156,-0.378108135938791,0.726438200275329,-0.520495942800755,0.602717954970408,0.845835754736942
"Fbxo38",2552.71691743211,0.0997338419464465,0.0878960465114102,1.13467949816718,0.256509630453115,0.590571785130326
"Nckap5l",1692.26723404856,0.354817003556091,0.160402470633929,2.2120420100377,0.0269637623576681,0.17651919885933
"Usp16",2013.37553354887,-0.0348450003052662,0.110580897829325,-0.31510867599436,0.752679141352008,0.917686086233407
"Golph3l",1169.20703343601,0.106155579973649,0.13195071825991,0.804509299938394,0.421102900554186,0.732010087100266
"Zfp708",142.970973428321,0.344199506890972,0.281901251478775,1.2209931849731,0.222088600134212,0.554902145323012
"Uvssa",1489.21141842285,0.314585718116386,0.176135523576437,1.78604356309683,0.0740922049313025,0.321966233861891
"Slc37a2",54.5957871926321,1.32009878314619,0.5943872216128,2.22094071868546,0.0263549768370475,0.174025832393599
"Rad17",907.975016698272,0.0178172344424625,0.13692899124858,0.130120249042931,0.89647128989821,0.966029890223089
"Smad1",518.506350517387,-0.0730655817913254,0.153560978713229,-0.475808258084716,0.634210986045423,0.861585311763834
"Rhbdl1",128.195682904937,0.794565253223722,0.367520717234106,2.16196044457976,0.0306212252486465,0.191435388706818
"Mcm5",1447.16115244427,-0.230034551360948,0.118302078753469,-1.94446753417004,0.0518390967942872,0.262279090810697
"Klk10",0,NA,NA,NA,NA,NA
"Ppm1g",4511.81736384624,-0.360773638130537,0.0884208842519761,-4.08018582015565,4.49997135463686e-05,0.00161932401143338
"Rap1gds1",4677.76611209016,-0.135095319016007,0.0712351416319973,-1.89647013989125,0.057897904815745,0.279006424831183
"Zfp324",182.878117823574,0.19155402143562,0.256690838103747,0.746244092117536,0.455519977402127,0.756105291007152
"Gm10433",1.10472102501518,3.67030136697033,3.63991171938048,1.0083490067707,0.313286944023176,NA
"Cat",2813.63123593918,-0.366126466491277,0.0966218651268447,-3.78927136223906,0.000151089798550129,0.00426353093655049
"Msh2",1728.20253183678,-0.124562894724171,0.120251565712074,-1.03585258110003,0.300270922667635,0.630885339852555
"Get4",1048.92640596995,0.0935963829491935,0.124224916230319,0.753442914589385,0.451183802808143,0.753246638471183
"4930563E22Rik",9.45403203814751,-0.270310863763108,0.939539243420937,-0.287705772436801,0.773571971007741,0.925487463734454
"Tcf7",37749.0108975769,0.0761454383136012,0.0731996449337328,1.04024327416527,0.298226891239817,0.629417608563229
"Smo",6.36257225356323,-1.43089803059338,1.57865882881553,-0.906401056691259,0.364723613707439,0.68888480402313
"Psmb2",1881.00017181845,-0.195247247819749,0.0907268879087486,-2.15203290138338,0.0313947631258022,0.1949231770797
"Dgka",36679.3772633988,0.151915691867085,0.0913049719952971,1.66382715581918,0.0961469755018155,0.367270885343405
"Sp2",1537.13380169131,0.0382901124388426,0.103828708315233,0.368781554351908,0.712290554604665,0.90127818085919
"Rbm47",1.68613039357791,-1.02215868929969,2.88384561800352,-0.354442929579332,0.723006966875142,NA
"Dpy19l4",331.32958943775,-0.0856067610056921,0.164111073549482,-0.521639150571276,0.601921598958228,0.845238049215527
"AA414768",91.9142458476975,0.653637382004019,0.301615257274553,2.16712306900651,0.0302254713418968,0.190275215654502
